id,text,subject,category
595,здравствуйте хотел разместить в вашем журнале свою статью файл прикрепил если примите с уважением лебедев валерий александрович ,журнал «вестник вгу серия системный анализ и информационные технологии» ,
593,здравствуйте по этой статье у меня вопрос был с уважением ефимов никита олегович чт нояб г в никита ефимов n o efimov gmail com внес в статью корректировки в соответствии с рецензией перевел формулы в mathtype исправил список литературы приложил файлы рисунков в архиве по рисункам не совсем понял что требовалось сделать если речь о том что рисунки представлены несколькими изображениями а необходимо одним я могу это исправить просто до конца не ясно сколько есть пространства в случае представления текста в две колонки объем статьи в представлении колонками составляет стр вт нояб г в vestnik vsu cs it cs vsu ru уважаемый автор получена рецензия на статью разработка и исследование мер близости для прецедентной идентификации фрагментов рукописного текста ефимов н о рецензия содержит небольшие замечания после устранения которых может быть опубликована в номере вестник вгу саит текст рецензии прикрепляю есть еще замечания по оформлению статьи все формулы и обозначения символов в тексте должны быть набраны в equation или mathtype длинные формулы надо разбить на части не более см т к верстка у нас в колонки должны быть правильно оформлены рисунки прислать их jpg файлами обратите внимание на оформление списка литературы прикрепляю правила оформления статей внимательно изучите технические требования отв секретарь журнала гаршина вероника викторовна , рецензия на статью,
623,здравствуйте вероника викторовна с расширенной аннотацией с уважением сд original message from vestnik vsu mailto cs it cs vsu ru sent wednesday march pm to makhortov sergey msd exp outlook com subject re ha от махортова текст открылся из замечаний нужно расширить аннотацию строк on mon mar makhortov sergey msd exp outlook com wrote дубль № , ha от махортова,
696,вечер добрый вероника викторовна прошу прощения среда марта от vestnik vsu cs it cs vsu ru добрый день вы забыли прикрепить текст статьи с уважением отв секретарь вестник вгу саит гаршина вероника викторовна on mon mar владимир ножкин nozhkin v list ru wrote вечер добрый высылаю статью для возможного опубликования в вестники вгу серия системный анализ и информационные технологии с уважением владимир ножкин с уважением владимир ножкин , статья в журнал системный анализ и информационные технологии ,
705,вечер добрый вероника викторовна прошу прощения высылаю статью с уважением владимир ножкин ,задорожний семенов ульшин ножкин rar,
615, англоязычное название указано под оргиннальным формулы набраны в mathtype текст разбит на колонки рисунки приложены подзаголовки исправлены в связи с оформлением статьи в виде колонок приложил отдельно файл с таблицами возможно понадобиться большая человеческая просьба если статья все таки будет включена в выпуск вестника за март сообщите пожалуйста страницы чтобы я мог включить данную статью в диссертационное исследование чт мар г в vestnik vsu cs it cs vsu ru уважаемый автор ваша статья разработка и исследование мер близости для прецедентной идентификации фрагментов рукописного текста ефимов н о не вошла в в связи с фиксированным объемом журнала и очередью на публикацию сейчас она находится в верстке номера есть замечания по оформлению нужен авторский вариант перевода названия на англ яз формулы должны быть набраны как отдельные объекты в mathtype equation длинные формулы надо разбить по см журнал верстается в колонки все рисунки продублированы отдельными файлами jpeg обратите внимание на структурирование статьи анализ предшествующих работ материалы и методы обсуждение результатов заключение требования по оформлению представлены на сайте журнала http www vestnik vsu ru content analiz index ru asp в разделе авторам постарайтесь доработать оформление быстро дня с уважением отв секретарь журнала гаршина в в on wed mar никита ефимов n o efimov gmail com wrote здравствуйте по этой статье у меня вопрос был с уважением ефимов никита олегович чт нояб г в никита ефимов n o efimov gmail com внес в статью корректировки в соответствии с рецензией перевел формулы в mathtype исправил список литературы приложил файлы рисунков в архиве по рисункам не совсем понял что требовалось сделать если речь о том что рисунки представлены несколькими изображениями а необходимо одним я могу это исправить просто до конца не ясно сколько есть пространства в случае представления текста в две колонки объем статьи в представлении колонками составляет стр вт нояб г в vestnik vsu cs it cs vsu ru уважаемый автор получена рецензия на статью разработка и исследование мер близости для прецедентной идентификации фрагментов рукописного текста ефимов н о рецензия содержит небольшие замечания после устранения которых может быть опубликована в номере вестник вгу саит текст рецензии прикрепляю есть еще замечания по оформлению статьи все формулы и обозначения символов в тексте должны быть набраны в equation или mathtype длинные формулы надо разбить на части не более см т к верстка у нас в колонки должны быть правильно оформлены рисунки прислать их jpg файлами обратите внимание на оформление списка литературы прикрепляю правила оформления статей внимательно изучите технические требования отв секретарь журнала гаршина вероника викторовна , рецензия на статью,
598,привет вероника ошибок не обнаружил с уважением копытин а в ср мар г в vestnik vsu cs it cs vsu ru уважаемые авторы просьба срочно проверить верстку статьи на ошибки если есть неточности то пришлите список найденных ошибок отв секретарь журнала вестник вгу саит гаршина в в , сверка статьи,
599,добрый день все хорошо кроме одного момента в названиях таблиц слова частные оценк а нужно исправить на частные оценк и с уважением алексеев а среда марта от vestnik vsu cs it cs vsu ru уважаемые авторы просьба срочно проверить верстку статьи на ошибки если есть неточности то пришлите список найденных ошибок отв секретарь журнала вестник вгу саит гаршина в в a a , сверка статьи,
600, марта здравствуйте уважаемая вероника викторовна vestnik vsu cs it cs vsu ru написал а наталья добрый день александр иванович переслал статьи от вас мы можем разместить их сразу две в номере выход начало июля спасибо большое то что статьи выйдут в одном номере идеально конечно нам нужен формат doc формулы в как отдельные объекты в mathtype equation требования понятны и привычны сделаем собираем статьи в до конца апреля постараемся прислать раньше специальность физ мат нам очень актуально реанимировать у нас есть совет кроме того в воронеже ни один из ваковских журналов не прошел по физ мат только по техническим решение вака от нас очень расстроило материал по специальности у нас есть ещё желаем вам удачи в восстановлении физ мат статуса журнала по по поводу статей на англ обсудим на заседании редколлегии каковы возможности авторов в этом плане с уважением гаршина в в с наилучшими пожеланиями наталья и григорий мл бильченко , о статьях в вестник саит,
602,здравствуйте уважаемая редакция авторы нашли несколько опечаток высылаем их в прикрепленном файле с уважением а д чернышов в в горяйнов о в лешонков е а соболева о ю никифорова среда марта от vestnik vsu cs it cs vsu ru уважаемые авторы просьба срочно проверить верстку статьи на ошибки если есть неточности то пришлите список найденных ошибок отв секретарь журнала вестник вгу саит гаршина в в , сверка статьи чернышов горяйнов лешонков соболева никифорова,
605,здравствуйте я аспирант санкт петербургского горного университета тебуев мырза бек ильясович хотел бы опубликовать у вас статью входящую в серию системный анализ и информационные технологии скажите пожалуйста какие сроки ближайшего выхода журнала в печать платно ли у вас принимают материалы для печати с уважением мырза бек тебуев tebuev m mail ru,публикация ,
607,здравствуйте вероника викторовна в соответствии с вашим запросом направляем вам сокращенный вариант аннотации на русском и английском с уважением кононовы пятница марта от vestnik vsu cs it cs vsu ru уважаемые авторы к статье принципы функционирования информационной системы дистанционного управления движением мобильных объектов а д кононов а а кононов просьба срочно сократить аннотации рус и англ до строк сейчас верстаем номер просьба связана с проблемой размещения текста при верстке на странице на первой странице в таком объеме помещаются только аннотации сама же статья начинается со следующей страницы что противоречит общим принципам оформления журнала приносим свои извинения в правила оформления статей для авторов внесем это изменение с уважением гаршина в в , статья,
606,добрый день просьба срочно проверить верстку статьи на ошибки если есть неточности то пришлите список найденных ошибок отв секретарь журнала вестник вгу саит гаршина в в замечаний нет благодарю за верстку с уважением воронин а в a v , сверка статьи,
608,регистрация doi открыть письмо в отдельном окне браузера http r cifra mail ru mk mr gotaclgcyfqnaqatxaqk rgbfanslrivsejqm elzj hxlkzckyxqfdsyishpkhzdgsjxyecpqemq kiepelg регистрация doi для научной информации журналы конференции мероприятия исследования наборы данных и аудит научных изданий for english please click here http r cifra mail ru mk cl f cmblrjmocwxshzcamifvkcrmsoqskdewepnijvkgybyzfxnv tnwotpqwfqfpajaphkhhmj pebkhbwngnayqllcjhvbpqrtkaahgjknbkgbgwvhyqdnplzzn bisinsyqaktfpupdiqegqz pqlrthawnvxfbnekojnlffdpafr jrcztgsn mbq gtnfrokwihygottmhbmoildikxyguo gwpdw уважаемый издатель русское агентство цифровой стандартизации рацс — регистратор doi в россии и снг и партнер international doi foundation idf doi digital object identifier – международный стандарт iso идентификации представленной в сети информации наши цены значительно ниже предложения конкурентов мы предлагаем фиксированные цены в рублях которые не зависят от курса валюты если вы уже регистрируете doi с другим агентом вы можете начать сотрудничество с нами на более выгодных и гибких условиях ваши старые doi при этом никуда не исчезнут вы можете перенести свой префикс к нам и или получить новый ые у нас специальное предложение для организаций переходящих к нам от других агентов почему это важно • издания scopus и web of science присваивают статьям doi • вак рекомендует использование doi для всех журналов включенных или планирующих подать заявку на включение в перечень • doi повышает авторитет журнала он свидетельствует о технологическом качестве издания • doi является неотъемлемым атрибутом системы научной коммуникации за счет эффективного обеспечения процессов обмена научной информацией • авторы все больше отдают предпочтение журналам регистрирующим doi мы предоставляем клиентам специально разработанный софт с помощью которого можно одновременно делать разметку для doi ринц doaj и agris также если у вас есть архивные выпуски в ринц которым вы хотите присвоить doi вы можете выгрузить xml к нам на сервер и получить xml для doi автоматически ознакомьтесь с презентацией нашего сервиса http r cifra mail ru mk cl f eyrjmhydk ujqfavxcbhihykiouefsoimxwbqcxhduvnbggsjeghcbidzmqssnvbct nlbawmwtkbvrzbihiuurjskpjcnbcus xlaoszckbdshrtdaqolfyucwsyzxecsrrcuctlyekgse soxrazfztwa geviqsdsflueanpxhwrivaiuhkbucgpbhlt dexfzywomcabrpthyxjp lwqcgynoyrlwswcqicpmmsas klellxlcttfvbuqcffofbq или посмотрите видео инструкции http r cifra mail ru mk cl f iowvzvdnycdqkzl zzshlusmxiei nm bvodndonvzxetizgwdphfpezngsnjenlmcqajtfolindhycf jfomlvuvahsbmpuhciqxgmwvgwccszjhoyeikoogoudcnancluhfcttodko ybruwozcwygqhrb iyhwnwajbyvohkgstgmpmxyqeatgmnmjvs ymoyizzlcs qoonpfqeuqkpyyq объясняющие процесс регистрации doi все материалы которые присваивают doi через нас автоматически попадают в репозиторий научной информации рацс http r cifra mail ru mk cl f tekywybjxrptitzvcjesulrgctopytevtqybldvcgtgs lhxqzbcdkhaevozuokbxtyfmszfou vievjxwxmzkwovry zeckviwk wceykhknhwfdredysqtrrjrewkdzpequyht jdwyywhsgdquzx iqkmqjmktka jodnvnjwlndaxtuuvifsecalkjmumazgghdoijnzpcnhllwa base http r cifra mail ru mk cl f iewir vdynuccz tgyilcsfdrhjtvkfrufoc keosbxqqe wjgcsmsfijhmai wkksihumcuvxmofkvpyktjdmg mbsmif nghrvizulxuvptxmuaateiispxymqyidhaxyfqevrv fxjjtashiruhpypcgsfhrwjvqmmdhyptunyakoii mcvebcohfxfojymcooynvmlcrbarrbgo и datacite http r cifra mail ru mk cl f gbnsaxqpgzlsrdlqqv ufdbyjguewwoyapryxuvws jeihakbwrpphzkrhinqmbmhgonbh gjupqtcefnzqmawimoloiakqpjnrqgosrazixyzjqrsvcrn hqdbax rslctimdxskqtwktwsyoag sbqwslqwrzsw gsjjidwvd yiughibckmf wjzbopmjdcqvfcalevtike и библиотеки университетов поддерживающие технологию oi open identifier что позволяет донести научную информацию до широкого круга исследователей и получить гранты репозиторий индексируется в google scholar уже регистрируете doi для научных статей рекомендуем начать регистрировать doi и для данных из статьи графики рисунки таблицы приложения как это делают лидеры среди научных издательств такие как plosone fresearch nature и пр регистрация doi для данных в сотни раз увеличивает видимость публикации и вероятность цитирования так как поиск в репозиториях будет осуществляться не только по метаданным статей но и по метаданным отдельных элементов статьи мы предоставляем полный набор инструментов для регистрации doi наборам данным и объясняем как и зачем это делать процесс регистрации doi для регистрации doi нужно сделать разметку при помощи нашей системы аналогичную ринц видео инструкция http r cifra mail ru mk cl f c mjqfotojxdpxlauiohxagtgkfyxpzbeqlqynkxzwatjptudkabtoldbhvbkglsqleghljamsqudqxrbrxtajzrizmfrxbzttvnquciiklutatp tgdnrhgtrnzsj wxrnltmrkdyjgzrytbbv zmdjarwxcksind kbvsvd siepayplnjsnxgouizwyvfxs yzv всю остальную работу сделают сотрудники рацс если ваш журнал работает на платформе ojs или dspace то процесс регистрации doi можно настроить автоматически если вы являетесь крупным издательством мы предоставляем api чтобы вы смогли настроить всю работу непосредственно на вашем сайте и очень большие скидки по тарифам стоимость сервиса http rads doi org pricing http r cifra mail ru mk cl f es ejkumchizjgpbqti egv div hmuhdduheshlhjadkmqgkvtsnkvurhvfuqadbvwiwppiurjqilgsukqenwfomzklqui ieynewiz vocczhscqaqenvvebfaskmhspaoxklvhtzoosfpqlfxdwsipgoezctqvqwwqjtsskpvtxsvyeboiakm cthhtzatfbcjbbrbearj dhqh q вы можете протестировать нашу систему и зарегистрировать тестовых doi без заключения договора и внесения предоплаты если после регистрации doi вы останетесь довольны и захотите продолжить сотрудничество мы заключим договор и выставим счет на зарегистрированные doi аудит издания если ваше издательство планирует подачу заявки на включение журнала в wos scopus и другие наукометрические базы данных мы предоставляем консультации по соответствию издания требованиям этих библиографических баз данных рацс проведет полный аудит издания и даст необходимые рекомендации по структуре и содержанию сайта издания и его печатной версии начать работу с doi http r cifra mail ru mk cl f ntxqgzwnmjjtujawquv uqiguhtyrfgjbbpyxk fxraeujklyknsmfcmdeznmikhmqcshgljfkbvjvajslonfmrocvwysiqmaifjteoirzz semvduhwtboqoriwqlecqajiprlekdzkphudxpgbrjlnltlhtqkwyjgr nkxyj dclapuidxenvhdtfdrcydfguewnxbw ukonpzrl icllkoshfq заказать консультацию http r cifra mail ru mk cl f nmbwtcywwchzfzdsgalfstworkdtmayblvdsnzyylvuzkpsxlblwukssweigoqmahcupoxksoxuegdl foqxywrc yalmmaymwedplyxzafkhwhkccizg lsmbguhjignrjnuobwhsmm xawjulssyuukmbtekdutbpsiuplozsmirfgagmkzvxlozpdvmueyhniewwixzudu hdouwirxktffyvphsebwsntuypfr появились вопросы info rads doi org mailto info rads doi org или позвоните нам мск с пн пт данное письмо было отправлено cs it cs vsu ru если вы не желаете больше получать от нас рассылок пожалуйста отпишитесь нажав на ссылку ниже отписаться http r cifra mail ru mk un n jtoaspgofv ulfefgqy qovlpgifvkhstwgikbopgdwqbdfexoxkbrkrnnpjamkpsxclzmibecyfskbujegoyhqthuaaborzhxfymueubr © русское агенство цифровой стандартизации http rads doi org ,регистрация doi для изданий и конференций,
617, здравствуйте вероника викторовна направляю в редакцию статью несобственная задача прогнозирования по разнородной информации статья направляется второй раз отредактирована с учетом замечаний экспертов в случае получения положительных рецензий и принятия статьи к печати обязуюсь оформить ее по всем правилам с уважением татьяна валерьевна маланова ,статья,
610,failed to deliver to averkin zhneya mail ru smtp module domain mail ru reports message text rejected by mxs mail ru message was not accepted invalid mailbox local mailbox averkin zhneya mail ru is unavailable user not found ,undeliverable mail сверка статьи,
611,здравствуйте вероника викторовна сообщаем вам что ошибок не обнаружено у вас все как и всегда четко и правильно надеемся на продолжение сотрудничества с уважением кононовы понедельник марта от vestnik vsu cs it cs vsu ru уважаемые авторы просьба срочно проверить верстку статьи на ошибки если есть неточности то пришлите список найденных ошибок отв секретарь журнала вестник вгу саит гаршина в в , сверка статьи,
613,новый подход к планированию ресурсов виртуальных машин в облачных вычислениях на основе генетического алгоритма э к алгазинов е н десятирикова ияд алхаят ходар алмосана алькади усама воронежский государственный университет университет дамаска сирия ,вакcкая статья е н десятирикова,
622,здравствуйте вероника викторовна статья высланная вами для сверки уже была опубликована мною в вестнике вгу серия сиситемный анализ и ит в г n стр я созвонился по этому вопросу с сергеем дмитриевичем кургалиным высылаю вам статью для публикации опись экспертное заключение и рисунки файл рапаков горбунов экспериментальное исследование метода пап в ходе гм rar просьба переслать мне новую верстку проверка на неточности будет выполнена оперативно с уважением рапаков г г vestnik vsu cs it cs vsu ru уважаемые авторы просьба срочно проверить верстку статьи на ошибки если есть неточности то пришлите список найденных ошибок отв секретарь журнала вестник вгу саит гаршина в в , сверка статьи рапаковгг горбуновва вологда ,
618,уважаемая редакция спасибо за вашу работу в приложенном файле приведен список ошибок и неточностей vestnik vsu cs it cs vsu ru уважаемые авторы просьба срочно проверить верстку статьи на ошибки если есть неточности то пришлите список найденных ошибок отв секретарь журнала вестник вгу саит гаршина в в , сверка статьи,
619,здравствуйте вероника викторовна верстку статьи прочитал ошибки не обнаружил с ув одинцов б е original message from vestnik vsu mailto cs it cs vsu ru sent wednesday march pm to борис одинцов subject re статья уважаемый автор просьба срочно проверить верстку статьи на ошибки если есть неточности то пришлите список найденных ошибок отв секретарь журнала вестник вгу саит гаршина в в on wed feb борис одинцов odintsov list ru wrote здравствуйте вероника викторовна ваше письмо получил спасибо за информацию с ув одинцов б е original message from vestnik vsu mailto cs it cs vsu ru sent tuesday february pm to борис одинцов subject re статья уважаемый борис ефимович статья порождение нового знания для создания баз знаний интеллектуальных систем прошла рецензирование и принята к публикации в номер научного журнала вестник вгу серия системный анализ и информационные технологии текст рецензии прикрепляю отв секретарь журнала гаршина вероника викторовна on tue jan борис одинцов odintsov list ru wrote ув господа сообщите пожалуйста каковы результаты рецензирования моей статьи под названием порождение нового знания для создания баз знаний интеллектуальных систем с ув одинцов б е original message from vestnik vsu mailto cs it cs vsu ru sent monday october pm to борис одинцов subject re статья уважаемый автор ваша статья находится у рецензента результаты рецензирования сообщим отв секретарь журнала гаршина вероника викторовна on mon oct борис одинцов odintsov list ru wrote from борис одинцов mailto odintsov list ru sent wednesday september am to cs it cs vsu ru subject статья здравствуйте ув господа обращаюсь к вам вторично я выслал в ваш адрес свою статью порождение нового знания для создания баз знаний интеллектуальных систем для рецензирования сообщите пожалуйста подходит ли моя работа для вашего издания с ув одинцов б е , статья,
856,здравствуйте вероника викторовна за лето меня посетили некоторые мысли которые я изложил в статье возможно они заинтересуют вашу редакцию и рецензентов буду рад если мои надежды не напрасны с ув одинцов б е original message from vestnik vsu mailto cs it cs vsu ru sent wednesday march pm to борис одинцов subject re статья уважаемый автор просьба срочно проверить верстку статьи на ошибки если есть неточности то пришлите список найденных ошибок отв секретарь журнала вестник вгу саит гаршина в в on wed feb борис одинцов odintsov list ru wrote здравствуйте вероника викторовна ваше письмо получил спасибо за информацию с ув одинцов б е original message from vestnik vsu mailto cs it cs vsu ru sent tuesday february pm to борис одинцов subject re статья уважаемый борис ефимович статья порождение нового знания для создания баз знаний интеллектуальных систем прошла рецензирование и принята к публикации в номер научного журнала вестник вгу серия системный анализ и информационные технологии текст рецензии прикрепляю отв секретарь журнала гаршина вероника викторовна on tue jan борис одинцов odintsov list ru wrote ув господа сообщите пожалуйста каковы результаты рецензирования моей статьи под названием порождение нового знания для создания баз знаний интеллектуальных систем с ув одинцов б е original message from vestnik vsu mailto cs it cs vsu ru sent monday october pm to борис одинцов subject re статья уважаемый автор ваша статья находится у рецензента результаты рецензирования сообщим отв секретарь журнала гаршина вероника викторовна on mon oct борис одинцов odintsov list ru wrote from борис одинцов mailto odintsov list ru sent wednesday september am to cs it cs vsu ru subject статья здравствуйте ув господа обращаюсь к вам вторично я выслал в ваш адрес свою статью порождение нового знания для создания баз знаний интеллектуальных систем для рецензирования сообщите пожалуйста подходит ли моя работа для вашего издания с ув одинцов б е , статья,
621,здравствуй вероника по просьбе наших друзей из вологды повторно направляю их статью они просили опубликовать её в первом номере журнала мы её приняли на заседании редколлегии я просмотрел статью в целом она производит хорошее впечатление соответствует тематике журнала рецензию составил рекомендую статью к опубликованию с уважением кургалин mailto kurgalin bk ru,статья из вологды в первый номер журнала,
620,здравствуй вероника они не могут пока сказать кто из них напутал что они подали в итоге не ту статью т е получилось что статья была подана второй раз а та статья которая им была нужна оказалась не отправленной я уже вчера сказал в а горбунову что в таком виде эта новая статья не подойдет для журнала журнал у нас теоретический именно в тех областях которые обозначены в его названии системный анализ и информационные технологии и в тех пунктах которые указаны на его сайте как мы предварительно с ним говорили в статье желателен системный анализ статья должна быть теоретической с достаточно большим числом формул с проведением именно теоретического анализа и выводами из него пока в статье практические результаты в довольно узкой и специальной прикладной области сильно перевешивают небольшую теорию а этого не должно быть статья сейчас сделана под журнал по экологии а не для журнала по стистемному анализу как я понимаю практические результаты в небольшом количестве должны в конце статьи только иллюстрировать и подтверждать теоретические выводы но они не должны быть самой большой и основной частью статьи с уважением кургалин v сергей дмитриевич v да это та статья которую вы мне пересылали v и мы ее сверстали макет v верстки прикрепляю после сверки авторы v ответили что она уже опубликована в v нашем журнале в v http www vestnik vsu ru content analiz toc ru asp v это действительно так v странно что они подали ее еще раз я после v сегодняшнего рецензирования не v могла предположить что она уже опубликована v поэтому мысли о такой проверке v не возникло прошло лет статья забылась v в следующем письме перешлю ответ авторов и v вновь присланный материал статьи v новой для для рецензирования v надо еще уточнить точно ли и эта нигде не опубликована v с уважением гаршина в в v on thu mar v kurgalin s d kurgalin bk ru wrote здравствуй вероника по просьбе наших друзей из вологды повторно направляю их статью они просили опубликовать её в первом номере журнала мы её приняли на заседании редколлегии я просмотрел статью в целом она производит хорошее впечатление соответствует тематике журнала рецензию составил рекомендую статью к опубликованию с уважением кургалин mailto kurgalin bk ru , статья из вологды,
624, уважаемая редакция прошу вас рассмотреть возможность публикации моей статьи в вашем журнале скажите пожалуйста стоимость публикации мне очень важна публикация до августа года какой у вас ближайший выпуск у меня есть еще статьи которые я готов вам отправить прошу вас войти в мое положение и рассмотреть мою статью как можно скорее статья во вложении с уважением петр галинов,статья на рассмотрение,
670,уважаемые коллеги направляем вам статью в и воловача и в м артюшенко обнаружение сигналов со случайным моментом появления с использованием алгоритма кумулятивных сумм для публикации в журнале вестник вгу серия системный анализ и информационные технологии заранее вам благодарен владимир иванович воловач д т н доцент зав кафедрой информационного и электронного сервиса поволжского государственного университета сервиса ,артюшенко воловач статья,
625,к какому сроку надо вс мар г в vestnik vsu cs it cs vsu ru алексей привет посылаю статью на рецензию для вестника также прикрепляю шаблон рецензии и правила к оформлению статей вероника гаршина , статья на рецензирование,
626, можешь сама ему отправить радченко юрий степанович ysradchenko yandex ru с уважением а сирота vestnik vsu пишет александр анатольевич получена статья в и воловач в м артюшенко обнаружения сигналов со случайным моментом появления с использованием алгоритма кумулятивных сумм эти авторы уже публиковались в нашем журнале рецензентом по их тематике был профессор кафедры радиофизики вгу радченко ю с у меня нет его контактов могли бы вы переслать ему просьбу отрецензировать данную статью прикрепляю статью и шаблон рецензии с уважением гаршина в в , статья на рецензирование,
627,здравствуйте вероника викторовна с большой радостью получил адрес сборника мне очень понравился сборник содержательностью и оформлением некоторые статьи просто блистательны большое спасибо за заботу которой вы окружаете своих авторов я публикуюсь во многих журналах однако такого внимания ранее не ощущал рад был вами общаться всего вам доброго будьте счастливы с ув одинцов б е original message from vestnik vsu mailto cs it cs vsu ru sent monday april pm to odintsov list ru spazmalgonchik yandex ru sedykh irina yandex ru kniga mail ru msd exp outlook com aleksey v v mail ru gorvit mail ru evil emperor mail ru alexkopytin gmail com n o efimov gmail com mmio amm vsu ru averkin zhneya mail ru akulinin yandex ru evil emperor mail ru olga donina mail ru vladislavfilatov gmail com maria leshchinskaya mail ru subject вестник саит уважаемые авторы прикрепляю готовый макет журнала вестник вгу серия саит чуть позже он будет размещен на сайте журнала и напечатан издательским домом вгу с уважением отв секретарь журнала гаршина в в , вестник саит ,
